Date,price_USD
3/04/1969,43.35
8/04/1969,43.35
9/04/1969,43.38
10/04/1969,43.4
11/04/1969,43.35
14/04/1969,43.27
15/04/1969,42.9
16/04/1969,43.08
17/04/1969,43.23
18/04/1969,43.2
21/04/1969,43.2
22/04/1969,43.17
23/04/1969,43.4
24/04/1969,43.27
25/04/1969,43.25
28/04/1969,43.55
29/04/1969,43.55
30/04/1969,43.6
1/05/1969,43.6
2/05/1969,43.6
5/05/1969,43.48
6/05/1969,43.4
7/05/1969,43.48
8/05/1969,43.65
9/05/1969,43.6
12/05/1969,43.45
13/05/1969,43.5
14/05/1969,43.5
15/05/1969,43.5
16/05/1969,43.5
19/05/1969,43.48
20/05/1969,43.45
21/05/1969,43.42
22/05/1969,43.45
23/05/1969,43.5
27/05/1969,43.5
28/05/1969,43.4
29/05/1969,43.08
30/05/1969,43.15
2/06/1969,42.95
3/06/1969,42.15
4/06/1969,42.08
5/06/1969,41.1
6/06/1969,40.75
9/06/1969,40.7
10/06/1969,41.98
11/06/1969,41.8
12/06/1969,41.55
13/06/1969,41.55
16/06/1969,41.25
17/06/1969,41.5
18/06/1969,41.4
19/06/1969,41.45
20/06/1969,41.45
23/06/1969,41.23
24/06/1969,41.2
25/06/1969,40.9
26/06/1969,40.98
27/06/1969,41.1
30/06/1969,41.23
1/07/1969,41.1
2/07/1969,41.25
3/07/1969,41.51
4/07/1969,41.5
7/07/1969,41.76
8/07/1969,42.1
9/07/1969,41.9
10/07/1969,41.9
11/07/1969,41.9
14/07/1969,41.95
15/07/1969,42
16/07/1969,41.9
17/07/1969,41.98
18/07/1969,41.9
21/07/1969,42
22/07/1969,41.95
23/07/1969,41.88
24/07/1969,41.9
25/07/1969,41.85
28/07/1969,41.72
29/07/1969,41.49
30/07/1969,41.49
31/07/1969,41.45
1/08/1969,41.39
4/08/1969,41.4
5/08/1969,41.15
6/08/1969,41.1
7/08/1969,41.02
8/08/1969,41.15
11/08/1969,41.45
12/08/1969,41.2
13/08/1969,41.1
14/08/1969,41.38
15/08/1969,41.1
18/08/1969,41.2
19/08/1969,41.12
20/08/1969,41.1
21/08/1969,41.08
22/08/1969,41.05
25/08/1969,41
26/08/1969,40.9
27/08/1969,40.9
28/08/1969,40.95
29/08/1969,40.95
2/09/1969,40.79
3/09/1969,40.77
4/09/1969,40.89
5/09/1969,40.9
8/09/1969,40.9
9/09/1969,40.9
10/09/1969,40.98
11/09/1969,40.92
12/09/1969,40.95
15/09/1969,41
16/09/1969,41
17/09/1969,41
18/09/1969,40.88
19/09/1969,40.85
22/09/1969,40.88
23/09/1969,40.8
24/09/1969,40.85
25/09/1969,40.85
26/09/1969,40.75
29/09/1969,40.65
30/09/1969,40.65
1/10/1969,40.75
2/10/1969,40.77
3/10/1969,40.99
6/10/1969,40.9
7/10/1969,40.77
8/10/1969,40.76
9/10/1969,40.77
10/10/1969,40.75
13/10/1969,40.62
14/10/1969,40.67
15/10/1969,40.73
16/10/1969,40.65
17/10/1969,40.58
20/10/1969,40.48
21/10/1969,40.35
22/10/1969,40.25
23/10/1969,39.95
24/10/1969,40.05
27/10/1969,40.15
28/10/1969,40.12
29/10/1969,40.05
30/10/1969,39.98
31/10/1969,39.85
3/11/1969,39.58
4/11/1969,39.53
5/11/1969,39.5
6/11/1969,39.05
7/11/1969,38.85
10/11/1969,37.9
11/11/1969,38.2
12/11/1969,38.08
13/11/1969,37.8
14/11/1969,37.8
17/11/1969,37.9
18/11/1969,37.77
19/11/1969,37.05
20/11/1969,36
21/11/1969,36.1
24/11/1969,35.83
25/11/1969,35.35
26/11/1969,35.58
27/11/1969,35.62
28/11/1969,35.55
1/12/1969,35.52
2/12/1969,35.45
3/12/1969,35.35
4/12/1969,35.33
5/12/1969,35.23
8/12/1969,35.2
9/12/1969,35
10/12/1969,35
11/12/1969,35.17
12/12/1969,35.33
15/12/1969,35.2
16/12/1969,35.02
17/12/1969,35.1
18/12/1969,35.08
19/12/1969,35
22/12/1969,35.04
23/12/1969,35.12
24/12/1969,35.17
29/12/1969,35.23
30/12/1969,35.23
31/12/1969,35.21
2/01/1970,35.12
5/01/1970,35.1
6/01/1970,35.12
7/01/1970,35
8/01/1970,34.98
9/01/1970,34.85
12/01/1970,34.98
13/01/1970,34.92
14/01/1970,34.89
15/01/1970,34.86
16/01/1970,34.77
19/01/1970,34.77
20/01/1970,34.8
21/01/1970,34.83
22/01/1970,34.92
23/01/1970,34.99
26/01/1970,34.98
27/01/1970,35
28/01/1970,35
29/01/1970,35
30/01/1970,34.98
2/02/1970,34.95
3/02/1970,35
4/02/1970,35
5/02/1970,34.99
6/02/1970,35
9/02/1970,35.01
10/02/1970,35.01
11/02/1970,35.02
12/02/1970,34.99
13/02/1970,34.98
16/02/1970,35
17/02/1970,35
18/02/1970,34.98
19/02/1970,34.98
20/02/1970,34.99
23/02/1970,35
24/02/1970,34.98
25/02/1970,35
26/02/1970,35
27/02/1970,35
2/03/1970,35
3/03/1970,35.01
4/03/1970,35
5/03/1970,35
6/03/1970,34.95
9/03/1970,34.97
10/03/1970,34.98
11/03/1970,34.99
12/03/1970,35
13/03/1970,35
16/03/1970,35.05
17/03/1970,35.07
18/03/1970,35.08
19/03/1970,35.3
20/03/1970,35.17
23/03/1970,35.15
24/03/1970,35.17
25/03/1970,35.27
26/03/1970,35.3
31/03/1970,35.3
1/04/1970,35.33
2/04/1970,35.4
3/04/1970,35.35
6/04/1970,35.33
7/04/1970,35.28
8/04/1970,35.36
9/04/1970,35.42
10/04/1970,35.38
13/04/1970,35.43
14/04/1970,35.52
15/04/1970,35.84
16/04/1970,35.75
17/04/1970,35.75
20/04/1970,35.76
21/04/1970,35.84
22/04/1970,35.92
23/04/1970,35.98
24/04/1970,35.81
27/04/1970,35.74
28/04/1970,35.8
29/04/1970,35.88
30/04/1970,35.85
1/05/1970,35.85
4/05/1970,35.9
5/05/1970,36.19
6/05/1970,36.24
7/05/1970,36.23
8/05/1970,36.23
11/05/1970,36.15
12/05/1970,36
13/05/1970,35.94
14/05/1970,35.95
15/05/1970,35.95
18/05/1970,35.98
19/05/1970,35.96
20/05/1970,35.96
21/05/1970,35.95
22/05/1970,35.88
26/05/1970,35.85
27/05/1970,35.8
28/05/1970,35.67
29/05/1970,35.5
1/06/1970,35.45
2/06/1970,35.3
3/06/1970,35.2
4/06/1970,35.17
5/06/1970,35.19
8/06/1970,35.25
9/06/1970,35.7
10/06/1970,35.52
11/06/1970,35.59
12/06/1970,35.64
15/06/1970,35.64
16/06/1970,35.48
17/06/1970,35.34
18/06/1970,35.46
19/06/1970,35.37
22/06/1970,35.4
23/06/1970,35.4
24/06/1970,35.45
25/06/1970,35.62
26/06/1970,35.45
29/06/1970,35.48
30/06/1970,35.51
1/07/1970,35.5
2/07/1970,35.48
3/07/1970,35.39
6/07/1970,35.35
7/07/1970,35.33
8/07/1970,35.3
9/07/1970,35.31
10/07/1970,35.31
13/07/1970,35.33
14/07/1970,35.33
15/07/1970,35.31
16/07/1970,35.3
17/07/1970,35.31
20/07/1970,35.33
21/07/1970,35.31
22/07/1970,35.32
23/07/1970,35.3
24/07/1970,35.27
27/07/1970,35.3
28/07/1970,35.31
29/07/1970,35.31
30/07/1970,35.3
31/07/1970,35.29
3/08/1970,35.3
4/08/1970,35.31
5/08/1970,35.33
6/08/1970,35.3
7/08/1970,35.3
10/08/1970,35.3
11/08/1970,35.25
12/08/1970,35.25
13/08/1970,35.27
14/08/1970,35.25
17/08/1970,35.25
18/08/1970,35.25
19/08/1970,35.25
20/08/1970,35.27
21/08/1970,35.33
24/08/1970,35.5
25/08/1970,35.59
26/08/1970,35.6
27/08/1970,35.87
28/08/1970,35.77
1/09/1970,35.85
2/09/1970,36.07
3/09/1970,36.35
4/09/1970,36.3
7/09/1970,36.23
8/09/1970,35.95
9/09/1970,36.23
10/09/1970,36.23
11/09/1970,36.3
14/09/1970,36.35
15/09/1970,36.27
16/09/1970,36.08
17/09/1970,36.23
18/09/1970,36.2
21/09/1970,36.23
22/09/1970,36.3
23/09/1970,36.25
24/09/1970,36.15
25/09/1970,36.15
28/09/1970,36.17
29/09/1970,36.2
30/09/1970,36.24
1/10/1970,36.42
2/10/1970,36.27
5/10/1970,36.52
6/10/1970,36.92
7/10/1970,36.83
8/10/1970,36.73
9/10/1970,36.79
12/10/1970,37.25
13/10/1970,37.36
14/10/1970,37.45
15/10/1970,37.63
16/10/1970,37.56
19/10/1970,37.66
20/10/1970,37.87
21/10/1970,38
22/10/1970,37.85
23/10/1970,38.2
26/10/1970,39.15
27/10/1970,39.19
28/10/1970,38.7
29/10/1970,38.4
30/10/1970,37.4
2/11/1970,37.7
3/11/1970,37.45
4/11/1970,36.8
5/11/1970,37.1
6/11/1970,37
9/11/1970,37.23
10/11/1970,37.55
11/11/1970,37.11
12/11/1970,37.33
13/11/1970,37.6
16/11/1970,37.9
17/11/1970,37.35
18/11/1970,37.6
19/11/1970,37.6
20/11/1970,37.6
23/11/1970,37.55
24/11/1970,37.42
25/11/1970,37.65
26/11/1970,37.79
27/11/1970,37.62
30/11/1970,37.6
1/12/1970,37.35
2/12/1970,37.58
3/12/1970,37.58
4/12/1970,37.55
7/12/1970,37.5
8/12/1970,37.4
9/12/1970,37.23
10/12/1970,36.98
11/12/1970,37.19
14/12/1970,37.2
15/12/1970,37.36
16/12/1970,37.71
17/12/1970,37.64
18/12/1970,37.65
21/12/1970,37.62
22/12/1970,37.65
23/12/1970,37.55
24/12/1970,37.4
28/12/1970,37.34
29/12/1970,37.33
30/12/1970,37.38
31/12/1970,37.38
4/01/1971,37.33
5/01/1971,37.5
6/01/1971,37.5
7/01/1971,37.39
8/01/1971,37.51
11/01/1971,37.5
12/01/1971,37.85
13/01/1971,38.27
14/01/1971,38.1
15/01/1971,38.15
18/01/1971,38.1
19/01/1971,37.92
20/01/1971,38.02
21/01/1971,38.17
22/01/1971,37.95
25/01/1971,37.9
26/01/1971,38.1
27/01/1971,38.02
28/01/1971,38.05
29/01/1971,38
1/02/1971,38.1
2/02/1971,38.35
3/02/1971,38.7
4/02/1971,38.48
5/02/1971,38.45
8/02/1971,38.5
9/02/1971,38.73
10/02/1971,38.85
11/02/1971,38.88
12/02/1971,39.05
15/02/1971,38.9
16/02/1971,38.95
17/02/1971,38.9
18/02/1971,38.85
19/02/1971,38.78
22/02/1971,38.75
23/02/1971,38.8
24/02/1971,38.77
25/02/1971,38.75
26/02/1971,38.79
1/03/1971,38.75
2/03/1971,38.7
3/03/1971,38.77
4/03/1971,38.77
5/03/1971,38.76
8/03/1971,38.75
9/03/1971,38.81
10/03/1971,38.84
11/03/1971,38.96
12/03/1971,39.02
15/03/1971,39.08
16/03/1971,38.98
17/03/1971,38.92
18/03/1971,38.95
19/03/1971,39.02
22/03/1971,38.95
23/03/1971,38.92
24/03/1971,38.92
25/03/1971,38.91
26/03/1971,38.9
29/03/1971,38.83
30/03/1971,38.75
31/03/1971,38.8
1/04/1971,38.95
2/04/1971,38.83
5/04/1971,38.9
6/04/1971,38.9
7/04/1971,38.92
8/04/1971,38.95
13/04/1971,38.9
14/04/1971,38.9
15/04/1971,38.89
16/04/1971,38.93
19/04/1971,38.95
20/04/1971,38.95
21/04/1971,38.91
22/04/1971,38.98
23/04/1971,39.09
26/04/1971,39
27/04/1971,38.91
28/04/1971,39.15
29/04/1971,39.42
30/04/1971,39.6
3/05/1971,39.42
4/05/1971,39.86
5/05/1971,39.66
6/05/1971,40.2
7/05/1971,39.88
10/05/1971,39.65
11/05/1971,40
12/05/1971,40.7
13/05/1971,40.85
14/05/1971,40.8
17/05/1971,41.1
18/05/1971,41.2
19/05/1971,40.5
20/05/1971,40.8
21/05/1971,41.05
24/05/1971,40.75
25/05/1971,40.98
26/05/1971,40.96
27/05/1971,40.7
28/05/1971,40.8
1/06/1971,40.85
2/06/1971,40.65
3/06/1971,40.52
4/06/1971,40.6
7/06/1971,40.5
8/06/1971,40.3
9/06/1971,39.95
10/06/1971,39.6
11/06/1971,39.65
14/06/1971,39.6
15/06/1971,39.49
16/06/1971,39.77
17/06/1971,39.95
18/06/1971,39.9
21/06/1971,39.95
22/06/1971,40.1
23/06/1971,40.25
24/06/1971,40.4
25/06/1971,40.11
28/06/1971,40.08
29/06/1971,39.88
30/06/1971,40.2
1/07/1971,40.1
2/07/1971,40.41
5/07/1971,40.23
6/07/1971,40.3
7/07/1971,40.2
8/07/1971,40.27
9/07/1971,40.24
12/07/1971,40.35
13/07/1971,40.35
14/07/1971,40.4
15/07/1971,40.44
16/07/1971,40.6
19/07/1971,41.01
20/07/1971,40.98
21/07/1971,41.2
22/07/1971,41.59
23/07/1971,41.58
26/07/1971,41.45
27/07/1971,41.98
28/07/1971,42.09
29/07/1971,42.21
30/07/1971,42.48
2/08/1971,42.48
3/08/1971,42.15
4/08/1971,42.19
5/08/1971,42.8
6/08/1971,42.65
9/08/1971,42.9
10/08/1971,43.3
11/08/1971,42.75
12/08/1971,43.23
13/08/1971,43.27
17/08/1971,
18/08/1971,43
19/08/1971,43.4
20/08/1971,43.3
23/08/1971,43.25
24/08/1971,43.1
25/08/1971,43.1
26/08/1971,42.75
27/08/1971,41.1
31/08/1971,41
1/09/1971,40.7
2/09/1971,41.6
3/09/1971,41.73
6/09/1971,41.8
7/09/1971,41.7
8/09/1971,41.33
9/09/1971,41.7
10/09/1971,41.58
13/09/1971,41.59
14/09/1971,41.85
15/09/1971,41.89
16/09/1971,42.23
17/09/1971,42.1
20/09/1971,42.05
21/09/1971,42.3
22/09/1971,42.2
23/09/1971,42.25
24/09/1971,42.65
27/09/1971,42.35
28/09/1971,42.73
29/09/1971,42.7
30/09/1971,42.48
1/10/1971,42.17
4/10/1971,42.5
5/10/1971,42.35
6/10/1971,42.44
7/10/1971,42.45
8/10/1971,42.5
11/10/1971,42.45
12/10/1971,42.52
13/10/1971,42.6
14/10/1971,42.54
15/10/1971,42.58
18/10/1971,42.51
19/10/1971,42.55
20/10/1971,42.5
21/10/1971,42.52
22/10/1971,42.48
25/10/1971,42.48
26/10/1971,42.5
27/10/1971,42.51
28/10/1971,42.45
29/10/1971,42.4
1/11/1971,42.12
2/11/1971,42.4
3/11/1971,42.2
4/11/1971,42.15
5/11/1971,42.25
8/11/1971,42.35
9/11/1971,42.48
10/11/1971,42.62
11/11/1971,42.55
12/11/1971,42.6
15/11/1971,42.85
16/11/1971,43
17/11/1971,42.81
18/11/1971,43
19/11/1971,43.15
22/11/1971,43.25
23/11/1971,43.2
24/11/1971,43.38
25/11/1971,43.64
26/11/1971,43.33
29/11/1971,43.65
30/11/1971,43.55
1/12/1971,43.5
2/12/1971,43.6
3/12/1971,43.73
6/12/1971,43.9
7/12/1971,43.88
8/12/1971,43.6
9/12/1971,43.5
10/12/1971,43.67
13/12/1971,43.65
14/12/1971,43.65
15/12/1971,43.61
16/12/1971,43.4
17/12/1971,43.05
20/12/1971,42.4
21/12/1971,42.95
22/12/1971,43.15
23/12/1971,43.52
24/12/1971,43.29
28/12/1971,43.3
29/12/1971,43.52
30/12/1971,43.5
31/12/1971,43.62
3/01/1972,43.73
4/01/1972,44.35
5/01/1972,44.42
6/01/1972,44.88
7/01/1972,45.75
10/01/1972,45.7
11/01/1972,45.34
12/01/1972,45.25
13/01/1972,45.45
14/01/1972,45.73
17/01/1972,45.98
18/01/1972,46.09
19/01/1972,45.9
20/01/1972,45.75
21/01/1972,45.89
24/01/1972,45.92
25/01/1972,46.1
26/01/1972,46.08
27/01/1972,46.2
28/01/1972,47
31/01/1972,46.95
1/02/1972,47.49
2/02/1972,48.6
3/02/1972,48.4
4/02/1972,47.55
7/02/1972,47.45
8/02/1972,48.2
9/02/1972,47.92
10/02/1972,48.4
11/02/1972,48.25
14/02/1972,48.2
15/02/1972,47.9
16/02/1972,48.05
17/02/1972,48.5
18/02/1972,48.24
21/02/1972,48.4
22/02/1972,48.6
23/02/1972,48.62
24/02/1972,48.7
25/02/1972,48.6
28/02/1972,48.49
29/02/1972,48.4
1/03/1972,47.8
2/03/1972,48.2
3/03/1972,48.05
6/03/1972,48
7/03/1972,48.27
8/03/1972,48.25
9/03/1972,48.3
10/03/1972,48.23
13/03/1972,48.35
14/03/1972,48.4
15/03/1972,48.3
16/03/1972,48.47
17/03/1972,48.4
20/03/1972,48.35
21/03/1972,48.4
22/03/1972,48.4
23/03/1972,48.4
24/03/1972,48.4
27/03/1972,48.35
28/03/1972,48.23
29/03/1972,48.42
30/03/1972,48.38
4/04/1972,48.4
5/04/1972,48.4
6/04/1972,48.3
7/04/1972,48.35
10/04/1972,48.4
11/04/1972,48.45
12/04/1972,48.81
13/04/1972,49.42
14/04/1972,49.35
17/04/1972,49.35
18/04/1972,49.48
19/04/1972,49.25
20/04/1972,49.42
21/04/1972,49.38
24/04/1972,49.35
25/04/1972,49.21
26/04/1972,49.3
27/04/1972,49.38
28/04/1972,49.5
1/05/1972,50.2
2/05/1972,50.7
3/05/1972,50.3
4/05/1972,50.35
5/05/1972,50.52
8/05/1972,51.6
9/05/1972,54
10/05/1972,53.3
11/05/1972,53
12/05/1972,52.8
15/05/1972,52.8
16/05/1972,54.5
17/05/1972,57.5
18/05/1972,57.15
19/05/1972,56.5
22/05/1972,57.2
23/05/1972,57.5
24/05/1972,56.65
25/05/1972,56.92
26/05/1972,57.5
30/05/1972,58.7
31/05/1972,59.3
1/06/1972,58.8
2/06/1972,59.2
5/06/1972,59.4
6/06/1972,59.75
7/06/1972,64.75
8/06/1972,66.75
9/06/1972,65.6
12/06/1972,59
13/06/1972,63.3
14/06/1972,60.7
15/06/1972,61.6
16/06/1972,61.8
19/06/1972,60.6
20/06/1972,61.6
21/06/1972,61.12
22/06/1972,61.48
23/06/1972,64
26/06/1972,63.5
27/06/1972,62.3
28/06/1972,63.3
29/06/1972,65.1
30/06/1972,64.1
3/07/1972,64.25
4/07/1972,65.5
5/07/1972,65.3
6/07/1972,65.9
7/07/1972,65.8
10/07/1972,65.05
11/07/1972,65.7
12/07/1972,64.85
13/07/1972,65.1
14/07/1972,65.2
17/07/1972,65.2
18/07/1972,65.6
19/07/1972,65.1
20/07/1972,64.75
21/07/1972,65.3
24/07/1972,65.1
25/07/1972,65.45
26/07/1972,65.58
27/07/1972,65.65
28/07/1972,67.45
31/07/1972,68.9
1/08/1972,68.8
2/08/1972,70
3/08/1972,68.7
4/08/1972,67.75
7/08/1972,68.4
8/08/1972,66.25
9/08/1972,65.7
10/08/1972,66.15
11/08/1972,66.1
14/08/1972,64.75
15/08/1972,65.75
16/08/1972,65.8
17/08/1972,66.25
18/08/1972,66.25
21/08/1972,66.6
22/08/1972,66.97
23/08/1972,67.4
24/08/1972,67.3
25/08/1972,67.05
29/08/1972,66.6
30/08/1972,66.8
31/08/1972,66.8
1/09/1972,66.8
4/09/1972,66.85
5/09/1972,66.85
6/09/1972,67
7/09/1972,66.97
8/09/1972,67.1
11/09/1972,67.2
12/09/1972,67
13/09/1972,66.95
14/09/1972,66.85
15/09/1972,66.1
18/09/1972,64.5
19/09/1972,64.35
20/09/1972,64.55
21/09/1972,64.5
22/09/1972,64.65
25/09/1972,63.8
26/09/1972,63.4
27/09/1972,63.7
28/09/1972,64.15
29/09/1972,64.1
2/10/1972,64.1
3/10/1972,64.1
4/10/1972,64.8
5/10/1972,65.62
6/10/1972,65.3
9/10/1972,65.7
10/10/1972,65.5
11/10/1972,65.19
12/10/1972,64.42
13/10/1972,64.5
16/10/1972,64.85
17/10/1972,65.05
18/10/1972,64.8
19/10/1972,64.91
20/10/1972,64.9
23/10/1972,64.92
24/10/1972,64.62
25/10/1972,64.8
26/10/1972,64.55
27/10/1972,64.55
30/10/1972,64.5
31/10/1972,64.42
1/11/1972,63.8
2/11/1972,64.05
3/11/1972,64.12
6/11/1972,64.05
7/11/1972,63.75
8/11/1972,63.85
9/11/1972,62.75
10/11/1972,62.6
13/11/1972,62.54
14/11/1972,62.45
15/11/1972,61.9
16/11/1972,61.6
17/11/1972,60.1
20/11/1972,60.38
21/11/1972,61.5
22/11/1972,62.1
23/11/1972,62
24/11/1972,62.55
27/11/1972,63.05
28/11/1972,63.62
29/11/1972,63.6
30/11/1972,63.6
1/12/1972,63.9
4/12/1972,63.4
5/12/1972,63
6/12/1972,63.1
7/12/1972,62.85
8/12/1972,63
11/12/1972,63
12/12/1972,62.75
13/12/1972,62.85
14/12/1972,63.27
15/12/1972,63.4
18/12/1972,64.4
19/12/1972,65.4
20/12/1972,64.7
21/12/1972,64.2
22/12/1972,64.15
27/12/1972,64.9
28/12/1972,64.83
29/12/1972,64.7
2/01/1973,64.99
3/01/1973,65.25
4/01/1973,65.2
5/01/1973,65.22
8/01/1973,65.15
9/01/1973,65.15
10/01/1973,65.05
11/01/1973,65.1
12/01/1973,65.1
15/01/1973,65.1
16/01/1973,65.05
17/01/1973,64.8
18/01/1973,64.62
19/01/1973,64.1
22/01/1973,64.6
23/01/1973,65.2
24/01/1973,64.75
25/01/1973,65.25
26/01/1973,65.6
29/01/1973,65.3
30/01/1973,66.2
31/01/1973,66
1/02/1973,66.4
